founded_date,fund_code,fund_name,fund_type,fund_company,raised_shares_100m,estimated_raised_amount_100m,source,method_note
20260515,027452,鑫元国证石油天然气指数发起式A,指数型-股票,鑫元基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260515,027453,鑫元国证石油天然气指数发起式C,指数型-股票,鑫元基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260518,027377,鹏扬周期优选混合发起式A,混合型-偏股,鹏扬基金,0.43,0.43,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260518,027378,鹏扬周期优选混合发起式C,混合型-偏股,鹏扬基金,0.43,0.43,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260518,027459,湘财久恒30天滚动持有债券A,债券型-长债,湘财基金,3.0,3.0,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260518,027460,湘财久恒30天滚动持有债券C,债券型-长债,湘财基金,3.0,3.0,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,026664,建信国证新能源车电池ETF发起式联接A,指数型-股票,建信基金,7.04,7.04,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,026665,建信国证新能源车电池ETF发起式联接C,指数型-股票,建信基金,7.04,7.04,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,026766,鹏华上证科创板50成份ETF发起式联接A,指数型-股票,鹏华基金,0.17,0.17,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,026767,鹏华上证科创板50成份ETF发起式联接C,指数型-股票,鹏华基金,0.17,0.17,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,026974,兴业中证电池主题指数A,指数型-股票,兴业基金,9.03,9.03,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,026975,兴业中证电池主题指数C,指数型-股票,兴业基金,9.03,9.03,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,027229,万家价值回报混合发起式A,混合型-偏股,万家基金,0.98,0.98,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,027230,万家价值回报混合发起式C,混合型-偏股,万家基金,0.98,0.98,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,027287,富国中证畜牧养殖产业指数发起式A,指数型-股票,富国基金,0.52,0.52,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,027288,富国中证畜牧养殖产业指数发起式C,指数型-股票,富国基金,0.52,0.52,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,027301,苏新睿哲量化选股混合A,混合型-偏股,苏新基金,13.71,13.71,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,027302,苏新睿哲量化选股混合C,混合型-偏股,苏新基金,13.71,13.71,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,027414,华泰保兴北证50成份指数增强发起A,指数型-股票,华泰保兴基金,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260519,027415,华泰保兴北证50成份指数增强发起C,指数型-股票,华泰保兴基金,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260520,026789,中欧上证科创板人工智能指数A,指数型-股票,中欧基金,17.61,17.61,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260520,026790,中欧上证科创板人工智能指数C,指数型-股票,中欧基金,17.61,17.61,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260521,026329,长盛品质成长混合A,混合型-偏股,长盛基金,10.55,10.55,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260521,026330,长盛品质成长混合C,混合型-偏股,长盛基金,10.55,10.55,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260521,026914,渤海汇金多元积极配置3个月持有混合发起(ETF-FOF)A,FOF-进取型,渤海汇金,0.93,0.93,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260521,026915,渤海汇金多元积极配置3个月持有混合发起(ETF-FOF)C,FOF-进取型,渤海汇金,0.93,0.93,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260521,027367,富国国证石油天然气ETF发起式联接A,指数型-股票,富国基金,0.14,0.14,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260521,027368,富国国证石油天然气ETF发起式联接C,指数型-股票,富国基金,0.14,0.14,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260521,027369,万家港股通价值混合发起式A,混合型-偏股,万家基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260521,027370,万家港股通价值混合发起式C,混合型-偏股,万家基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260522,027129,泉果科技领航混合发起式A,混合型-偏股,泉果基金,17.4,17.4,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260522,027130,泉果科技领航混合发起式C,混合型-偏股,泉果基金,17.4,17.4,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260522,027215,中加科技视野智选混合发起式A,混合型-偏股,中加基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260522,027216,中加科技视野智选混合发起式C,混合型-偏股,中加基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260522,027416,中欧元利债券A,债券型-混合二级,中欧基金,2.19,2.19,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260522,027417,中欧元利债券C,债券型-混合二级,中欧基金,2.19,2.19,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260525,026232,渤海汇金中证同业存单AAA指数7天持有发起,指数型-固收,渤海汇金,10.12,10.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260525,027127,国泰中证港股通互联网ETF发起联接A,指数型-股票,国泰基金,0.61,0.61,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260525,027128,国泰中证港股通互联网ETF发起联接C,指数型-股票,国泰基金,0.61,0.61,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260525,027444,中信保诚新能源混合发起式A,混合型-偏股,中信保诚基金,0.11,0.11,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260525,027445,中信保诚新能源混合发起式C,混合型-偏股,中信保诚基金,0.11,0.11,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026334,鹏扬辰利债券A,债券型-混合二级,鹏扬基金,9.14,9.14,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026335,鹏扬辰利债券C,债券型-混合二级,鹏扬基金,9.14,9.14,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026365,招商周期精选混合A,混合型-偏股,招商基金,4.33,4.33,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026366,招商周期精选混合C,混合型-偏股,招商基金,4.33,4.33,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026694,易方达港股通周期精选混合A,混合型-偏股,易方达基金,16.5,16.5,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026695,易方达港股通周期精选混合C,混合型-偏股,易方达基金,16.5,16.5,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026726,中信保诚恒生港股通科技指数A,指数型-股票,中信保诚基金,8.48,8.48,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026727,中信保诚恒生港股通科技指数C,指数型-股票,中信保诚基金,8.48,8.48,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026795,鹏华恒生ETF联接A,指数型-股票,鹏华基金,5.61,5.61,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026796,鹏华恒生ETF联接C,指数型-股票,鹏华基金,5.61,5.61,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026867,广发汇智量化选股混合A,混合型-偏股,广发基金,23.7,23.7,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,026868,广发汇智量化选股混合C,混合型-偏股,广发基金,23.7,23.7,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027041,富国港股通医药优选混合A,混合型-偏股,富国基金,8.51,8.51,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027042,富国港股通医药优选混合C,混合型-偏股,富国基金,8.51,8.51,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027133,华安恒生生物科技ETF发起式联接A,指数型-股票,华安基金,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027134,华安恒生生物科技ETF发起式联接C,指数型-股票,华安基金,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027160,兴全中证全指增强发起式A,指数型-股票,兴证全球基金,1.27,1.27,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027161,兴全中证全指增强发起式C,指数型-股票,兴证全球基金,1.27,1.27,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027201,华泰柏瑞嘉锐量化选股混合A,混合型-偏股,华泰柏瑞基金,30.6,30.6,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027202,华泰柏瑞嘉锐量化选股混合C,混合型-偏股,华泰柏瑞基金,30.6,30.6,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027245,汇添富医疗创新混合发起式A,混合型-偏股,汇添富基金,1.5,1.5,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260526,027246,汇添富医疗创新混合发起式C,混合型-偏股,汇添富基金,1.5,1.5,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260527,026748,上银中证沪港深互联网指数发起式A,指数型-股票,上银基金,0.36,0.36,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260527,026749,上银中证沪港深互联网指数发起式C,指数型-股票,上银基金,0.36,0.36,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260527,026877,汇添富创业板综合指数增强A,指数型-股票,汇添富基金,19.55,19.55,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260527,026878,汇添富创业板综合指数增强C,指数型-股票,汇添富基金,19.55,19.55,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260527,027598,鑫元中证工业有色金属主题指数发起式A,指数型-股票,鑫元基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260527,027599,鑫元中证工业有色金属主题指数发起式C,指数型-股票,鑫元基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260528,026572,农银安泽多元配置三个月持有期混合(FOF)A,FOF-稳健型,农银汇理基金,18.04,18.04,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260528,026573,农银安泽多元配置三个月持有期混合(FOF)C,FOF-稳健型,农银汇理基金,18.04,18.04,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260528,027250,浙商中证全指指数增强A,指数型-股票,浙商基金,2.33,2.33,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260528,027251,浙商中证全指指数增强C,指数型-股票,浙商基金,2.33,2.33,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260528,027340,中欧国证新能源车电池指数A,指数型-股票,中欧基金,3.81,3.81,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
